filename,title
biab-internet-corpus_436.jams,C.T.A.
biab-internet-corpus_4359.jams,Day By Day
biab-internet-corpus_4358.jams,Mr. Blue 1
biab-internet-corpus_4356.jams,Donna Lee
biab-internet-corpus_4355.jams,Tara Lynne
biab-internet-corpus_4354.jams,Follow Jumps
biab-internet-corpus_4353.jams,Opus De Funk - Horace Silver
biab-internet-corpus_4352.jams,Colonel Rodney
biab-internet-corpus_4351.jams,Let's Get Lost - Frank Loesser & Jimmy McHugh
biab-internet-corpus_4350.jams,Blues For Ike - Django Reinhardt
biab-internet-corpus_435.jams,Ornithology
biab-internet-corpus_4349.jams,A Very Precious Love
biab-internet-corpus_4348.jams,Peri's Scope (Bill Evans)
biab-internet-corpus_4347.jams,Stormy Weather
biab-internet-corpus_4346.jams,Brown Chest
biab-internet-corpus_4345.jams,Untitled S
biab-internet-corpus_4344.jams,Maptain Marvel
biab-internet-corpus_4343.jams,MY WILD IRISH ROSE
biab-internet-corpus_4342.jams,Down Under - Freddie Hubbard
biab-internet-corpus_4341.jams,"Gee Baby, Ain't I Good To You"
biab-internet-corpus_434.jams,april showers melody
biab-internet-corpus_4339.jams,Black Magic Woman by Peter Green c1968
biab-internet-corpus_4338.jams,Along Came Betty
biab-internet-corpus_4337.jams,Harvest Moon Schottische
biab-internet-corpus_4335.jams,Glow Worm
biab-internet-corpus_4334.jams,Riders On The Storm (The Doors)
biab-internet-corpus_4333.jams,America
biab-internet-corpus_4332.jams,I WISH YOU LOVE
biab-internet-corpus_4330.jams,Let Yourself Go - Irving Berlin
biab-internet-corpus_433.jams,Danny Boy 1
biab-internet-corpus_4329.jams,Don't Go Breaking My Heart
biab-internet-corpus_4328.jams,The Song Is You      nice arr.
biab-internet-corpus_4327.jams,Sticky Dance #6 - Serban Nichifor
biab-internet-corpus_4326.jams,Deep Purple (1934)
biab-internet-corpus_4325.jams,A FOGGY DAY
biab-internet-corpus_4324.jams,All Blues (6/8) - Miles Davis
biab-internet-corpus_4323.jams,Lady Bird
biab-internet-corpus_4322.jams,Billy - Melba Liston
biab-internet-corpus_4321.jams,The Usual Moves - Cabaret.sty demo - -
biab-internet-corpus_432.jams,Freedom through the blood of Christ-CHRISTIAN SONG
biab-internet-corpus_4319.jams,If This Isn't Love
biab-internet-corpus_4318.jams,Swampy Blues - Bgrass101.Sty demo - -
biab-internet-corpus_4317.jams,Don't Sit Under The Apple Tree
biab-internet-corpus_4314.jams,"More Love, More Power"
biab-internet-corpus_4313.jams,SHADOW WALTZ
biab-internet-corpus_4312.jams,Sourgrass & Granite
biab-internet-corpus_4311.jams,Every Second - popbalad.sty demo - -
biab-internet-corpus_4310.jams,You Took Advantage Of Me
biab-internet-corpus_4309.jams,Honeysuckle Rose
biab-internet-corpus_4307.jams,Alice In Wonderland
biab-internet-corpus_4306.jams,Someb
biab-internet-corpus_4305.jams,"Buddie, Beware"
biab-internet-corpus_4304.jams,Down 'n Out - reggae_2.sty demo - -
biab-internet-corpus_4303.jams,Make It Through The Night/Kristofferson
biab-internet-corpus_4302.jams,IT HAPPENED IN MONTEREY
biab-internet-corpus_4301.jams,Frozen logger
biab-internet-corpus_4300.jams,I WON'T DANCE
biab-internet-corpus_430.jams,FIVE FOOT
biab-internet-corpus_43.jams,Summer Bre
biab-internet-corpus_4299.jams,Little Old Lady - Hoagy Carmichael
biab-internet-corpus_4298.jams,Seranada
biab-internet-corpus_4297.jams,Lester Left Town
biab-internet-corpus_4296.jams,Cushion Foot Stomp
biab-internet-corpus_4295.jams,Fly Me To The Moon - Bart Howard
biab-internet-corpus_4293.jams,Belle of the Ball
biab-internet-corpus_4292.jams,Desafinado
biab-internet-corpus_4291.jams,These Foolish Things Remind Me of You
biab-internet-corpus_4290.jams,Dardanella
biab-internet-corpus_429.jams,You Are So Easy To Love
biab-internet-corpus_4289.jams,BLUE MOON
biab-internet-corpus_4288.jams,EASY LIVING
biab-internet-corpus_4287.jams,Miles Ahead
biab-internet-corpus_4286.jams,(Make Me Do) Anything You Want     A Foot In Cold Water
biab-internet-corpus_4285.jams,Raemona Wa
biab-internet-corpus_4284.jams,Cabaret
biab-internet-corpus_4283.jams,Mysterioso
biab-internet-corpus_4282.jams,Moment not
biab-internet-corpus_4281.jams,Pineapple Rag(excerpt) - Scott Joplin
biab-internet-corpus_4280.jams,My Old Flame
biab-internet-corpus_428.jams,Little Boat (O'barquinho) - Roberto Menescal
biab-internet-corpus_4279.jams,aloha-oe-1
biab-internet-corpus_4278.jams,JOHNNY B. GOODE
biab-internet-corpus_4276.jams,Rose Room
biab-internet-corpus_4275.jams,Red Cross - Charlie Parker
biab-internet-corpus_4274.jams,I COULD WRITE A BOOK
biab-internet-corpus_4273.jams,Coney Island Washboard
biab-internet-corpus_4272.jams,Allein Deine Gnade genügt
biab-internet-corpus_4271.jams,How High The Moon (Morgan Lewis)
biab-internet-corpus_4269.jams,Mambo Inn
biab-internet-corpus_4268.jams,Mackie Messer [Mack the Knife] - Kurt Weill & B. Brecht
biab-internet-corpus_4267.jams,The Last Farewell
biab-internet-corpus_4266.jams,Indian Sum
biab-internet-corpus_4265.jams,Evidence
biab-internet-corpus_4264.jams,Trouble In Mind
biab-internet-corpus_4263.jams,Tea for Two
biab-internet-corpus_4262.jams,Lily of the Valley
biab-internet-corpus_4261.jams,Happy Birthday
biab-internet-corpus_4260.jams,Choo Choo Ch'boogie
biab-internet-corpus_426.jams,Oh! You Crazy Moon
biab-internet-corpus_4258.jams,Bag's Groove
biab-internet-corpus_4257.jams,I Got Plenty O' Nuttin'
biab-internet-corpus_4256.jams,In The Still Of The Night - Cole Porter
biab-internet-corpus_4255.jams,A Way To Survive
biab-internet-corpus_4254.jams,Recklessly Evolving - Metal1.Sty demo - -
biab-internet-corpus_4253.jams,On the Beach - Caribean.sty demo - -
biab-internet-corpus_4252.jams,Battering
biab-internet-corpus_4251.jams,"Donna, Donna       DK"
biab-internet-corpus_425.jams,Devil Woman
biab-internet-corpus_4249.jams,Good Vibrations - Groove Holmes
biab-internet-corpus_4246.jams,Forget Palermo - slowhop.sty demo - -
biab-internet-corpus_4245.jams,Memphis Blues - W.C.Handy
biab-internet-corpus_4244.jams,I CAN DREAM CAN'T I
biab-internet-corpus_4243.jams,"Blues Aint nothin', The"
biab-internet-corpus_4241.jams,Symphony no 7 in A-Beethoven 1st mvmt
biab-internet-corpus_4240.jams,Blue (And Broken Hearted)
biab-internet-corpus_424.jams,"""You And You"" Waltz- Strauss"
biab-internet-corpus_4239.jams,STRAIGHT NO CHASER
biab-internet-corpus_4238.jams,Pennies From Heaven
biab-internet-corpus_4237.jams,All Or Nothing At All
biab-internet-corpus_4236.jams,Sunnyland Blues
biab-internet-corpus_4235.jams,Another Song And Dance Routine - Ron Stebbins
biab-internet-corpus_4234.jams,HELP ME MAKE IT THROUGH THE NIGHT
biab-internet-corpus_4233.jams,"Be Careful, It's my heart"
biab-internet-corpus_4232.jams,Blue Dots - Paul Quinnicette
biab-internet-corpus_4230.jams,jan2897 (Dreams)
biab-internet-corpus_423.jams,Out Of Nowhere [Solo Scott Hamilton]
biab-internet-corpus_4229.jams,Dealin' - Mal Waldron
biab-internet-corpus_4228.jams,Come Monday - Jimmy Buffet
biab-internet-corpus_4227.jams,The Boy Next Door
biab-internet-corpus_4225.jams,On the Corner - Chuk_b_1.sty demo - -
biab-internet-corpus_4224.jams,You Brought A New Kind Of Love To Me
biab-internet-corpus_4223.jams,Blue Room  2
biab-internet-corpus_4222.jams,A kiss to build a dream on
biab-internet-corpus_4221.jams,Along Came Cain - J. Pumphandle
biab-internet-corpus_4220.jams,Hot coffee - J.S. Jantunen
biab-internet-corpus_422.jams,Tuttle's R
biab-internet-corpus_4219.jams,How Deep Is Your Love
biab-internet-corpus_4218.jams,Blue Champagne - Watts & Ryerson
biab-internet-corpus_4216.jams,THE WORK S
biab-internet-corpus_4215.jams,All The Way
biab-internet-corpus_4214.jams,I Never Knew
biab-internet-corpus_4213.jams,WHITE X-MAS
biab-internet-corpus_4212.jams,June Night
biab-internet-corpus_4211.jams,"Nightingale Sang In Berkeley Square, A"
biab-internet-corpus_4210.jams,LJ
biab-internet-corpus_421.jams,It's Magic
biab-internet-corpus_4209.jams,I Fall To Pieces
biab-internet-corpus_4208.jams,All By YourSelf in the Moonlight
biab-internet-corpus_4207.jams,"Goldberg Variation #3 , Andante - J.S Bach"
biab-internet-corpus_4206.jams,Can't We Be Friends 2
biab-internet-corpus_4205.jams,Hocus Pocus
biab-internet-corpus_4204.jams,Trambone
biab-internet-corpus_4202.jams,I wish you love
biab-internet-corpus_4200.jams,Twilight Time - Morty & Al Nevins
biab-internet-corpus_420.jams,Nancy With The Laughing Face
biab-internet-corpus_42.jams,There Will Never Be Another You
biab-internet-corpus_4199.jams,Haste to the Wedding
biab-internet-corpus_4198.jams,Burnin Organ
biab-internet-corpus_4197.jams,Honky Tonk Train/Meade(Lux)Lewis c1949
biab-internet-corpus_4196.jams,Can't Stop Myself From Loving You
biab-internet-corpus_4195.jams,Soldier's
biab-internet-corpus_4193.jams,A Ballad for a Jazz Festival   [onit Pno]
biab-internet-corpus_4192.jams,Maria de Bahia
biab-internet-corpus_4191.jams,ON THE STREET WHERE YOU LIVE
biab-internet-corpus_4190.jams,FLINTSTONES THEME
biab-internet-corpus_4189.jams,One Mint Julep - Rudolph Toombs
biab-internet-corpus_4188.jams,La Valse des Jouets
biab-internet-corpus_4187.jams,Brandy
biab-internet-corpus_4185.jams,Flyin' Home - Hampton
biab-internet-corpus_4184.jams,Milestones
biab-internet-corpus_4183.jams,Almost Persuaded
biab-internet-corpus_4182.jams,By The Time I Get To Phoenix
biab-internet-corpus_4181.jams,Unforgettable
biab-internet-corpus_4180.jams,I WONT DANCE
biab-internet-corpus_418.jams,A Mother's Prayer - Floridas.sty demo - -
biab-internet-corpus_4177.jams,Cold Cold Heart
biab-internet-corpus_4176.jams,Snowfall
biab-internet-corpus_4175.jams,So Do I
biab-internet-corpus_4174.jams,Galway Bay
biab-internet-corpus_4173.jams,CHEEK TO CHEEK
biab-internet-corpus_4171.jams,Worried Man Blues
biab-internet-corpus_4170.jams,Cozy Dreams - Goodnite.sty demo - -
biab-internet-corpus_417.jams,Miss Susan Cooper
biab-internet-corpus_4169.jams,Divine Habit
biab-internet-corpus_4168.jams,All the World Will Be Jealous of Me
biab-internet-corpus_4167.jams,Dancing On The Ceiling
biab-internet-corpus_4164.jams,Cara Mia
biab-internet-corpus_4163.jams,All Of Us [Hank Mobley solo]
biab-internet-corpus_4161.jams,Mint Julep - Jelly Roll Morton
biab-internet-corpus_4160.jams,I've Grown Accustomed To Her Face
biab-internet-corpus_416.jams,Street Trouble
biab-internet-corpus_4158.jams,Bless 'em All - Huges & Lake
biab-internet-corpus_4157.jams,Darktown Strutter's Ball
biab-internet-corpus_4156.jams,The Joint Is Jumpin' - Thomas 'Fats' Waller
biab-internet-corpus_4154.jams,Eka kerralla(First time)
biab-internet-corpus_4153.jams,Winter Ducks
biab-internet-corpus_4152.jams,The Lady is a Tramp
biab-internet-corpus_4151.jams,Ev'ry Night-Copyright 1994 Charles M. Armstrong III
biab-internet-corpus_4150.jams,Crazy
biab-internet-corpus_415.jams,Secret Love
biab-internet-corpus_4149.jams,The Rain In Spain
biab-internet-corpus_4148.jams,Whisky in the Jar
biab-internet-corpus_4147.jams,DAAHOUD
biab-internet-corpus_4146.jams,Watermelon Man - Herbie Hancock
biab-internet-corpus_4145.jams,SWEET AND SLOW
biab-internet-corpus_4144.jams,Saturday Night Function - Duke Ellington & Bigard
biab-internet-corpus_4143.jams,New Blues  - John Coltrane
biab-internet-corpus_4142.jams,I love you just the way you are
biab-internet-corpus_4139.jams,Bagskytten
biab-internet-corpus_4138.jams,Impressions - John Coltrane
biab-internet-corpus_4137.jams,On the Strip - NiteLife .Sty demo - -
biab-internet-corpus_4136.jams,Slow Hot W
biab-internet-corpus_4135.jams,The Nearness Of You
biab-internet-corpus_4134.jams,WAVES OF THE DANUBE  [omit Pno]
biab-internet-corpus_4133.jams,Life Is Just A Bowl Of Cherries
biab-internet-corpus_4132.jams,Bossa D'Amour (z5bossa.sty demo)
biab-internet-corpus_4131.jams,Three Sea Captains
biab-internet-corpus_4130.jams,You Go to My Head
biab-internet-corpus_4129.jams,The Touch Of Your Hand
biab-internet-corpus_4128.jams,IT COULD HAPPEN TO YOU
biab-internet-corpus_4127.jams,SOUTH
biab-internet-corpus_4126.jams,A Foggy Day
biab-internet-corpus_4123.jams,Labour Day - J. Abercrombie
biab-internet-corpus_4122.jams,Danesco   [omit Pno]
biab-internet-corpus_4121.jams,Eine Kleine Nachtmusik - Ork448.sty demo - -
biab-internet-corpus_4120.jams,Oklahoma - Rodgers&Hammerstein
biab-internet-corpus_4119.jams,There Was A Time - J. Pumphandle
biab-internet-corpus_4118.jams,I'm Past My Prime
biab-internet-corpus_4117.jams,Speed the Plough
biab-internet-corpus_4116.jams,The Winning Ticket
biab-internet-corpus_4115.jams,Ghost Of A Chance
biab-internet-corpus_4111.jams,A Cottage For Sale 2
biab-internet-corpus_4110.jams,Basin Street Blues
biab-internet-corpus_411.jams,It's A Blue World
biab-internet-corpus_4108.jams,GOODNIGHT IRENE
biab-internet-corpus_4107.jams,Breezin' - George Benson
biab-internet-corpus_4106.jams,Love Came On Stealthy Fingers
biab-internet-corpus_4105.jams,Lover    with a change of key  ****
biab-internet-corpus_4103.jams,Spring Is Here
biab-internet-corpus_4101.jams,Things We Did Last Summer - Sammy Cahn/Styne
biab-internet-corpus_4100.jams,Dancing In The Dark
biab-internet-corpus_410.jams,Believe Me If All Those Endearing Young Charms
biab-internet-corpus_4099.jams,Basin Street Blues
biab-internet-corpus_4096.jams,Ju-Ju
biab-internet-corpus_4095.jams,Just The Way You Are - Billy Joel
biab-internet-corpus_4094.jams,Getting To Know You
biab-internet-corpus_4093.jams,Blue Eyes
biab-internet-corpus_4092.jams,Can't Buy a Break
biab-internet-corpus_4091.jams,GALLOPING GOURMET [omit Pno] ****
biab-internet-corpus_4090.jams,Red Baron
biab-internet-corpus_409.jams,Land Of Dreams - SlowFusn.sty demo - -
biab-internet-corpus_4089.jams,Summerset - Acker Bilk
biab-internet-corpus_4087.jams,I Remember Clifford Chorus with Lyric
biab-internet-corpus_4086.jams,Sweet Tibbie Dunbar
biab-internet-corpus_4085.jams,My Heart Stood Still - Rodgers & Hart
biab-internet-corpus_4084.jams,When I Fall In Love
biab-internet-corpus_4083.jams,The Martinique (de Paris / Barber)
biab-internet-corpus_4082.jams,Bamsens fodslesdag
biab-internet-corpus_4081.jams,It's A Matter Of Pride - Billy Taylor
biab-internet-corpus_4080.jams,"Them There Eyes - Pinkard, Tracey & Tauber"
biab-internet-corpus_408.jams,So What - Gerry Mulligan
biab-internet-corpus_4079.jams,COUNTRY COMFORT
biab-internet-corpus_4077.jams,Have You Heard - Lew Douglas & Roy Rodde
biab-internet-corpus_4076.jams,april showers melody
biab-internet-corpus_4075.jams,Iles de la Madeleine
biab-internet-corpus_4074.jams,The Scholar
biab-internet-corpus_4073.jams,Gravy Waltz
biab-internet-corpus_4072.jams,Feelings - Morris Albert
biab-internet-corpus_4071.jams,You Oughta Be in Pictures
biab-internet-corpus_4070.jams,Happy Together
biab-internet-corpus_407.jams,South
biab-internet-corpus_4069.jams,Hold Me
biab-internet-corpus_4068.jams,HERE'S THAT RAINY DAY
biab-internet-corpus_4067.jams,Since When          54-40
biab-internet-corpus_4065.jams,DESPERADO
biab-internet-corpus_4064.jams,CLEAR DAY (ON A)
biab-internet-corpus_4063.jams,Old Folks at Home
biab-internet-corpus_4062.jams,Is That What Good Friends Do?     Poppy Family
biab-internet-corpus_4061.jams,A Weaver Of Dreams - Victor Young
biab-internet-corpus_4060.jams,Limehouse Blues
biab-internet-corpus_406.jams,Going Away Party
biab-internet-corpus_4059.jams,My Little Brown Book
biab-internet-corpus_4058.jams,JIVE AT FIVE
biab-internet-corpus_4057.jams,All My Lov
biab-internet-corpus_4056.jams,What Am I Here For
biab-internet-corpus_4055.jams,I've Never Been In Love Before - Frank Loesser
biab-internet-corpus_4053.jams,MOON RIVER
biab-internet-corpus_4052.jams,MY Little Town/Paul Simon       :+D       clarkr@sd28.bc.ca
biab-internet-corpus_4050.jams,ON BROADWAY with benson's solo
biab-internet-corpus_405.jams,Don't Blame Me
biab-internet-corpus_4049.jams,Raise a Ruckus
biab-internet-corpus_4048.jams,YESTERDAY IS GONE 2nd (-strs till 20) [omit pno]
biab-internet-corpus_4047.jams,Trill
biab-internet-corpus_4046.jams,Prelude To A Kiss
biab-internet-corpus_4044.jams,BEHIND CLOSED DOORS
biab-internet-corpus_4043.jams,GETTIN' SENTIMENTAL OVER YOU
biab-internet-corpus_4042.jams,I KNOW WHY
biab-internet-corpus_4041.jams,A fool such as I
biab-internet-corpus_4040.jams,Black Bottom
biab-internet-corpus_404.jams,Pearl O'Shaughnnessy's Barndance #1
biab-internet-corpus_4039.jams,Daddy Sang Bass
biab-internet-corpus_4038.jams,SOPHISTICATED LADY
biab-internet-corpus_4037.jams,BLUE LOU
biab-internet-corpus_4036.jams,Exactly like you
biab-internet-corpus_4035.jams,Ain't That Somethin' - Ron Stebbins
biab-internet-corpus_4034.jams,Untitled S
biab-internet-corpus_4033.jams,Home (When Shadows Fall)
biab-internet-corpus_4032.jams,I Didn't Know What Time It Was
biab-internet-corpus_4031.jams,FROM ME TO YOU
biab-internet-corpus_4030.jams,Make Me A Memory - Grover Washington Jr.
biab-internet-corpus_403.jams,Steve's sa
biab-internet-corpus_4029.jams,In Walked
biab-internet-corpus_4028.jams,"Polonaise In Ab,Op53 -Chopin"
biab-internet-corpus_4027.jams,Written On The Wind
biab-internet-corpus_4026.jams,Freight Tr
biab-internet-corpus_4025.jams,Christmas Time     [omit pno]
biab-internet-corpus_4024.jams,balladi 2
biab-internet-corpus_4023.jams,"Release Me/Miller,Williams,Young,Harris/M1T1"
biab-internet-corpus_4022.jams,Blue Comedy
biab-internet-corpus_4021.jams,Mason's Ap
biab-internet-corpus_4020.jams,To Know You Is To Love You - Dule Ellington
biab-internet-corpus_4019.jams,"Ida, Sweet As Apple Cider"
biab-internet-corpus_4018.jams,CHICAGO
biab-internet-corpus_4017.jams,Mockin' Bird Hill
biab-internet-corpus_4016.jams,Earl's Chair
biab-internet-corpus_4015.jams,Andy McGann's Reel
biab-internet-corpus_4013.jams,Salmon Tails Up the Water
biab-internet-corpus_4012.jams,For Sentimental Reasons (I Love You)
biab-internet-corpus_4011.jams,The Pinch of Snuff
biab-internet-corpus_4010.jams,Gander in the Pratie Hole
biab-internet-corpus_4009.jams,Night and Day
biab-internet-corpus_4008.jams,Lady Anne Montgomery
biab-internet-corpus_4007.jams,Parisienne Thorofare - Bud Powell
biab-internet-corpus_4006.jams,Hitch Riff
biab-internet-corpus_4005.jams,Dead Man Blues
biab-internet-corpus_4004.jams,Backstage Sally
biab-internet-corpus_4003.jams,EIGHT DAYS A WEEK
biab-internet-corpus_4002.jams,All Of Me 3
biab-internet-corpus_4001.jams,Side By Side
biab-internet-corpus_4000.jams,Cherokee (Indian Love Song)
biab-internet-corpus_400.jams,HOW ARE THINGS IN GLOCCA MORA
biab-internet-corpus_40.jams,Baby I'm A Want You
biab-internet-corpus_4.jams,Chiudi Gli Occhi Amore Mio
biab-internet-corpus_3998.jams,Sweeney's Buttermilk
biab-internet-corpus_3997.jams,Back In Your Own Backyard
biab-internet-corpus_3996.jams,HERE'S TO YOU (omit strs till 17) [ - pno ]
biab-internet-corpus_3995.jams,Take this Hammer
biab-internet-corpus_3994.jams,Chantilly Lace/JPRichardson c1958
biab-internet-corpus_3993.jams,Saint Louis Blues - W.C. Handy
biab-internet-corpus_3992.jams,Don't Blame Me      by McHugh  1941
biab-internet-corpus_3991.jams,ONE FOR MY BABY
biab-internet-corpus_3990.jams,WE'LL BE TOGETHER AGAIN
biab-internet-corpus_399.jams,It's Easy To Remember - Rodgers & Hart
biab-internet-corpus_3989.jams,Where the Praitees Grow (zzirish.sty demo)
biab-internet-corpus_3988.jams,Creek
biab-internet-corpus_3987.jams,Alexander's Rag Time Band
biab-internet-corpus_3986.jams,Creole Bel
biab-internet-corpus_3985.jams,Linger A While - Johnny Mercer
biab-internet-corpus_3984.jams,Always Near - sweet.sty demo - -
biab-internet-corpus_3983.jams,DON'T GET AROUND MUCH ANYMORE
biab-internet-corpus_3982.jams,Cara Mia (1954)
biab-internet-corpus_3981.jams,JUST THE WAY YOU ARE
biab-internet-corpus_3980.jams,Sugar Lips - Buddy Sherrill
biab-internet-corpus_398.jams,Good Night Irene - Lomax/Ledbetter
biab-internet-corpus_3979.jams,UP CHERRY STREET   by Herb Alpert
biab-internet-corpus_3978.jams,I'll Set My Love To Music
biab-internet-corpus_3977.jams,A Little Bit More
biab-internet-corpus_3976.jams,All This And Heaven Too
biab-internet-corpus_3975.jams,Changed By Your Glory
biab-internet-corpus_3974.jams,Confessin' That I Love You
biab-internet-corpus_3973.jams,Feelin' Groovy - Paul Simon
biab-internet-corpus_3972.jams,Mountain Greenery  w/intro  nice chords/arr.
biab-internet-corpus_3971.jams,La Cranita - Johnny Pumphandle
biab-internet-corpus_3970.jams,"OB-LA-DI,OB-LA"
biab-internet-corpus_397.jams,DARN THAT DREAM
biab-internet-corpus_3969.jams,"POTS AND PANS  by J.Fulton, D.Cunliffe, J.L.O'Keefe 1947"
biab-internet-corpus_3968.jams,YouBelongToMyHear
biab-internet-corpus_3967.jams,Sealed With A Kiss 1960
biab-internet-corpus_3966.jams,O Christmas Tree
biab-internet-corpus_3965.jams,The Rose in the Heather
biab-internet-corpus_3964.jams,Beauty And The Beast      Elton John?
biab-internet-corpus_3963.jams,You're Just In Love (I Wonder Why) - Irving Berlin
biab-internet-corpus_3962.jams,Bye Bye Bl
biab-internet-corpus_3961.jams,Triste
biab-internet-corpus_3960.jams,Black Nile -  Wayne Shorter
biab-internet-corpus_396.jams,The Wedding Samba
biab-internet-corpus_3959.jams,Oh Come Let Us Adore Him/M20T20
biab-internet-corpus_3958.jams,Alleluia
biab-internet-corpus_3957.jams,Copenhagen
biab-internet-corpus_3956.jams,Finska Pol
biab-internet-corpus_3955.jams,Capers
biab-internet-corpus_3953.jams,When You Wish Upon A Star - Disney's Pinocchio
biab-internet-corpus_3952.jams,Judy and Bob - Rain_Drp.Sty demo - -
biab-internet-corpus_3951.jams,Book Of Love
biab-internet-corpus_3950.jams,WRY ON THE ROCKS   [omit pno]
biab-internet-corpus_395.jams,Take My Blues Away - Johhny Pumphandle
biab-internet-corpus_3949.jams,"Yeah,Yeah"
biab-internet-corpus_3948.jams,The Big Mo
biab-internet-corpus_3947.jams,Blues in the Night (fade out ending)
biab-internet-corpus_3946.jams,Who Are You     [omit pno]
biab-internet-corpus_3945.jams,Laugh! Clown! Laugh! - Lewis & Young
biab-internet-corpus_3944.jams,Time Do Fly - BoogyRok.sty demo - -
biab-internet-corpus_3943.jams,The Old Fashioned Way
biab-internet-corpus_3942.jams,RUNNIN' WILD
biab-internet-corpus_3941.jams,Swedish Rhapsody - Percy Faith
biab-internet-corpus_3940.jams,Zurzday - Duke Ellington
biab-internet-corpus_394.jams,I Concentrate On You
biab-internet-corpus_3939.jams,Savoy Blues (Kid Ory)
biab-internet-corpus_3938.jams,Inbjudan till Bohuslän
biab-internet-corpus_3937.jams,OVER THE RAINBOW
biab-internet-corpus_3936.jams,A Man And A Woman
biab-internet-corpus_3935.jams,Around The World In Eighty Days
biab-internet-corpus_3934.jams,I Remember You
biab-internet-corpus_3933.jams,COLOR MY WORLD
biab-internet-corpus_3932.jams,Sunday
biab-internet-corpus_3930.jams,Friday night at the Cadillac Club
biab-internet-corpus_393.jams,Driftin'
biab-internet-corpus_3929.jams,Just The Way You Are   w/intro
biab-internet-corpus_3928.jams,Where Is Love ?
biab-internet-corpus_3927.jams,I'll Never Fall In Love Again
biab-internet-corpus_3926.jams,There'll Be Some Changes Made
biab-internet-corpus_3925.jams,Mike's Fancy
biab-internet-corpus_3923.jams,Oh Baby!
biab-internet-corpus_3922.jams,I'll Be Watching You
biab-internet-corpus_3921.jams,MOCKIN' BIRD HILL
biab-internet-corpus_3920.jams,Reel St Sauveur
biab-internet-corpus_392.jams,Rangers Wa
biab-internet-corpus_3919.jams,Pat
biab-internet-corpus_3918.jams,SunFlower Slow Drag - Scott Joplin
biab-internet-corpus_3917.jams,Crazy
biab-internet-corpus_3916.jams,Just My Love And I
biab-internet-corpus_3915.jams,Four Broth
biab-internet-corpus_3914.jams,Weekend In Canada
biab-internet-corpus_3913.jams,Mr. Bojang
biab-internet-corpus_3912.jams,MAXINE  (4-bar intro)
biab-internet-corpus_3911.jams,Women of Ireland
biab-internet-corpus_3910.jams,Witchcraft
biab-internet-corpus_391.jams,Swing Guitar (Django Reinhardt -Stephane Grappelly)
biab-internet-corpus_3909.jams,Blues On Sunday
biab-internet-corpus_3908.jams,Little Wil
biab-internet-corpus_3907.jams,Mona Lisa 1949
biab-internet-corpus_3904.jams,June Apple
biab-internet-corpus_3903.jams,Delony´s Dilemma
biab-internet-corpus_3902.jams,Teddy O Ne
biab-internet-corpus_3900.jams,Bowling Gr
biab-internet-corpus_390.jams,Dancing Qu
biab-internet-corpus_39.jams,You're Nobody 'til Somebody Loves You
biab-internet-corpus_3899.jams,"627 STOMP  by Pete Johnson, Dave Dexter, Roy Jordan 1941"
biab-internet-corpus_3898.jams,At Last I've Found You
biab-internet-corpus_3897.jams,Nostalgia In Times Square - Charles Mingus
biab-internet-corpus_3896.jams,I Wish I Could Shimmy Like My Sister Kate
biab-internet-corpus_3895.jams,A Mansion On The Hill
biab-internet-corpus_3894.jams,Song For My Father - Horace Silver
biab-internet-corpus_3893.jams,A Train 2
biab-internet-corpus_3892.jams,Can't Get Out Of This Mood
biab-internet-corpus_3891.jams,"Brusa Hogre, Lilla A"
biab-internet-corpus_3890.jams,Diary - David Gates (Bread)
biab-internet-corpus_389.jams,Blue Skies
biab-internet-corpus_3889.jams,The Best Of My Love
biab-internet-corpus_3888.jams,Wrap Your Troubles In Dreams   nice arr.
biab-internet-corpus_3887.jams,Canadian Sunset
biab-internet-corpus_3886.jams,Bilgola Beach - higher.sty demo - -
biab-internet-corpus_3885.jams,The Maid of Mount Cisko
biab-internet-corpus_3884.jams,Love (Your Spell is Everywhere)
biab-internet-corpus_3883.jams,Am I Blue
biab-internet-corpus_3881.jams,Santa Clause Is Coming To Town { Coots & Gillespie }
biab-internet-corpus_3880.jams,April Waltz (The Waltz Book)
biab-internet-corpus_388.jams,My Ideal - Leo Robin/Whiting/Chase
biab-internet-corpus_3879.jams,Melancholy Blues
biab-internet-corpus_3878.jams,Tiree Bridal Song
biab-internet-corpus_3877.jams,HELLO (-pno)
biab-internet-corpus_3876.jams,ROLL OVER BEETHOVEN/Chuck Berry
biab-internet-corpus_3875.jams,Let's Cool One
biab-internet-corpus_3874.jams,"Guilty - Gus Kahn, Harry Akst & Richard Whiting"
biab-internet-corpus_3873.jams,Happy Go-Lucky Local
biab-internet-corpus_3872.jams,Masquerade - Andrew Lloyd Webber
biab-internet-corpus_3871.jams,High School Confidential      Rough Trade
biab-internet-corpus_3870.jams,Winding Road - Praise.sty demo - -
biab-internet-corpus_387.jams,April In Paris
biab-internet-corpus_3869.jams,All My Tomorrows
biab-internet-corpus_3868.jams,Body And Soul  by J. Green  1930
biab-internet-corpus_3867.jams,Cute  Dexter solo
biab-internet-corpus_3866.jams,When I Fall In Love
biab-internet-corpus_3865.jams,Gallagher's Frolics
biab-internet-corpus_3864.jams,Boychild called Jesus
biab-internet-corpus_3863.jams,Cuba - Irving Berlin
biab-internet-corpus_3862.jams,I Love Lucy
